task_id,dataset,method,prompt,llm,run,subrun,problematic_put,final_tests,mutation_score,mutation_types,total_mutants,survived_total,survived_types,killed_total,killed_types,timeout_total,timeout_types,raw_tests_generated,refined_tests,duplicate_tests_removed,syntax_errored,fixed_by_model,fixed_by_ommiting,ibf_assertion_errored,ibf_repaired,ibf_unrepaired
task_108,humaneval,mutap,few_shot,deepseek-coder,11,1,0,"assert count_nums([-1, -2, -3, -4, -5]) == 0
assert count_nums([-5, -4, -3, -2, -1, 0, 1, 2, 3, 4, 5]) == 5
assert count_nums([-56789]) == 1",80.0,"{""AOD"": 2, ""AOR"": 8, ""COI"": 1, ""ROR"": 4}",15,3,"{""AOR"": 2, ""ROR"": 1}",12,"{""AOD"": 2, ""AOR"": 6, ""COI"": 1, ""ROR"": 3}",0,{},30,27,17,0,0,0,9,6,3
task_109,humaneval,mutap,few_shot,deepseek-coder,11,0,0,"assert move_one_ball([3, 4, 5, 6, 7, 8, 9, 0, 1, 2]) == True
assert move_one_ball([]) == True",75.0,"{""AOR"": 1, ""COI"": 2, ""ROR"": 2, ""SIR"": 3}",8,2,"{""SIR"": 2}",5,"{""COI"": 2, ""ROR"": 2, ""SIR"": 1}",1,"{""AOR"": 1}",27,27,19,0,0,0,11,12,0
task_11,humaneval,mutap,few_shot,deepseek-coder,1,0,0,"assert string_xor('1', '0') == '1'",100.0,"{""COI"": 1, ""ROR"": 1}",2,0,{},2,"{""COI"": 1, ""ROR"": 1}",0,{},3,3,0,0,0,0,0,0,0
task_110,humaneval,mutap,few_shot,deepseek-coder,2,0,0,"assert exchange([3, 5], [4]) == 'NO'
assert exchange([1, 2, 3, 4, 5, 6, 7, 8, 9], [10, 20, 30, 40, 50, 60, 70, 80, 90]) == 'YES'
assert exchange([1, 2], [3, 4]) == 'YES'",100.0,"{""AOR"": 2, ""ASR"": 2, ""COI"": 3, ""ROR"": 4}",11,0,{},11,"{""AOR"": 2, ""ASR"": 2, ""COI"": 3, ""ROR"": 4}",0,{},5,5,0,0,0,0,2,3,0
task_111,humaneval,mutap,few_shot,deepseek-coder,11,1,0,assert histogram('hello hello world') == {'hello': 2},80.0,"{""COI"": 3, ""LCR"": 1, ""ROR"": 6}",10,2,"{""ROR"": 2}",8,"{""COI"": 3, ""LCR"": 1, ""ROR"": 4}",0,{},11,11,4,0,0,0,4,6,0
task_112,humaneval,mutap,few_shot,deepseek-coder,1,0,0,"assert reverse_delete('abcd', '') == ('abcd', False)",100.0,"{""AOD"": 1, ""AOR"": 1, ""COD"": 1, ""ROR"": 1, ""SIR"": 1}",5,0,{},5,"{""AOD"": 1, ""AOR"": 1, ""COD"": 1, ""ROR"": 1, ""SIR"": 1}",0,{},4,4,0,0,0,0,1,4,0
task_113,humaneval,mutap,few_shot,deepseek-coder,3,0,0,"assert odd_count([['1', '3'], ['2']]) == ['the number of odd elements 2n the str2ng 2 of the 2nput.', 'the number of odd elements 0n the str0ng 0 of the 0nput.']",100.0,"{""AOR"": 9, ""ROR"": 1}",10,0,{},2,"{""AOR"": 1, ""ROR"": 1}",8,"{""AOR"": 8}",4,4,1,0,0,0,3,4,0
task_114,humaneval,mutap,few_shot,deepseek-coder,11,0,0,"assert minSubArraySum([1, 2, 3]) == 1
assert minSubArraySum([-1, -2, -3, -4]) == -10",91.66666666666666,"{""AOD"": 3, ""AOR"": 3, ""ASR"": 1, ""COI"": 2, ""ROR"": 3}",12,1,"{""ROR"": 1}",11,"{""AOD"": 3, ""AOR"": 3, ""ASR"": 1, ""COI"": 2, ""ROR"": 2}",0,{},27,24,7,0,0,0,9,20,3
task_115,humaneval,mutap,few_shot,deepseek-coder,1,0,0,"assert max_fill([[0, 0, 1], [0, 0, 0]], 5) == 1",100.0,"{""AOR"": 2}",2,0,{},2,"{""AOR"": 2}",0,{},3,3,0,0,0,0,1,1,0
task_0,humaneval,after_refining,few_shot,deepseek-coder,1,0,0,"assert has_close_elements([1.0, 3.0], 0.5) == False",66.66666666666666,"{""AOR"": 1, ""COI"": 2, ""ROR"": 3}",6,2,"{""AOR"": 1, ""ROR"": 1}",4,"{""COI"": 2, ""ROR"": 2}",0,{},3,3,0,0,0,0,1,2,0
task_1,humaneval,after_refining,few_shot,deepseek-coder,1,0,0,assert separate_paren_groups('((a)(b)c)') == ['(()())'],100.0,"{""ASR"": 2, ""COI"": 3, ""ROR"": 3}",8,0,{},8,"{""ASR"": 2, ""COI"": 3, ""ROR"": 3}",0,{},3,3,0,0,0,0,1,3,0
task_10,humaneval,after_refining,few_shot,deepseek-coder,1,1,0,assert make_palindrome('abcdefg') == 'abcdefgfedcba',93.33333333333333,"{""AOD"": 2, ""AOR"": 3, ""ASR"": 1, ""COD"": 2, ""COI"": 2, ""ROR"": 1, ""SIR"": 4}",15,1,"{""ASR"": 1}",10,"{""AOD"": 2, ""AOR"": 2, ""COD"": 1, ""COI"": 1, ""ROR"": 1, ""SIR"": 3}",4,"{""AOR"": 1, ""COD"": 1, ""COI"": 1, ""SIR"": 1}",14,14,0,0,0,0,1,3,0
task_100,humaneval,after_refining,few_shot,deepseek-coder,1,0,0,"assert make_a_pile(10) == [10, 12, 14, 16, 18, 20, 22, 24, 26, 28]",100.0,"{""AOR"": 4}",4,0,{},4,"{""AOR"": 4}",0,{},2,2,0,0,0,0,0,0,0
task_101,humaneval,after_refining,few_shot,deepseek-coder,1,0,0,"assert words_string('hello,world') == ['hello', 'world']",100.0,"{""COD"": 1, ""COI"": 2, ""ROR"": 1}",4,0,{},4,"{""COD"": 1, ""COI"": 2, ""ROR"": 1}",0,{},4,4,0,0,0,0,0,0,0
task_102,humaneval,after_refining,few_shot,deepseek-coder,1,0,0,"assert choose_num(3, 5) == 4
assert choose_num(2, 6) == 6",61.53846153846154,"{""AOD"": 2, ""AOR"": 4, ""COI"": 3, ""ROR"": 4}",13,5,"{""AOD"": 2, ""AOR"": 2, ""ROR"": 1}",8,"{""AOR"": 2, ""COI"": 3, ""ROR"": 3}",0,{},3,3,0,0,0,0,1,2,0
task_103,humaneval,after_refining,few_shot,deepseek-coder,1,0,0,"assert rounded_avg(2, 5) == '0b100'",72.72727272727273,"{""AOD"": 1, ""AOR"": 6, ""ASR"": 1, ""COI"": 1, ""ROR"": 2}",11,3,"{""AOD"": 1, ""AOR"": 1, ""ROR"": 1}",8,"{""AOR"": 5, ""ASR"": 1, ""COI"": 1, ""ROR"": 1}",0,{},3,3,0,0,0,0,1,3,0
task_104,humaneval,after_refining,few_shot,deepseek-coder,1,0,0,"assert unique_digits([1, 234567890]) == [1]",100.0,"{""AOR"": 1, ""COI"": 1, ""ROR"": 1}",3,0,{},3,"{""AOR"": 1, ""COI"": 1, ""ROR"": 1}",0,{},2,2,0,0,0,0,1,1,0
task_105,humaneval,after_refining,few_shot,deepseek-coder,1,0,0,,0.0,"{""EHD"": 1}",1,1,"{""EHD"": 1}",0,{},0,{},1,1,0,0,0,0,0,0,0
task_106,humaneval,after_refining,few_shot,deepseek-coder,1,0,0,"assert f(5) == [1, 2, 6, 24, 15]",100.0,"{""AOR"": 4, ""ASR"": 6, ""COI"": 1, ""ROR"": 1}",12,0,{},10,"{""AOR"": 4, ""ASR"": 4, ""COI"": 1, ""ROR"": 1}",2,"{""ASR"": 2}",3,3,0,0,0,0,1,3,0
task_107,humaneval,after_refining,few_shot,deepseek-coder,1,0,0,"assert even_odd_palindrome(10) == (4, 5)",100.0,"{""AOD"": 1, ""AOR"": 4, ""ASR"": 2, ""COI"": 2, ""LCR"": 2, ""ROR"": 3, ""SIR"": 1}",15,0,{},15,"{""AOD"": 1, ""AOR"": 4, ""ASR"": 2, ""COI"": 2, ""LCR"": 2, ""ROR"": 3, ""SIR"": 1}",0,{},3,3,0,0,0,0,1,3,0
task_108,humaneval,after_refining,few_shot,deepseek-coder,1,0,0,"assert count_nums([-123456789, 0, -123456789]) == 2",60.0,"{""AOD"": 2, ""AOR"": 8, ""COI"": 1, ""ROR"": 4}",15,6,"{""AOD"": 1, ""AOR"": 4, ""ROR"": 1}",9,"{""AOD"": 1, ""AOR"": 4, ""COI"": 1, ""ROR"": 3}",0,{},3,3,0,0,0,0,0,0,0
task_109,humaneval,after_refining,few_shot,deepseek-coder,1,0,0,"assert move_one_ball([1, 2]) == True
assert move_one_ball([]) == True",62.5,"{""AOR"": 1, ""COI"": 2, ""ROR"": 2, ""SIR"": 3}",8,3,"{""SIR"": 3}",4,"{""COI"": 2, ""ROR"": 2}",1,"{""AOR"": 1}",2,2,0,0,0,0,0,0,0
task_11,humaneval,after_refining,few_shot,deepseek-coder,1,0,0,"assert string_xor('1', '0') == '1'",100.0,"{""COI"": 1, ""ROR"": 1}",2,0,{},2,"{""COI"": 1, ""ROR"": 1}",0,{},4,4,0,0,0,0,1,1,0
task_110,humaneval,after_refining,few_shot,deepseek-coder,1,0,0,"assert exchange([3, 5], [4, 6]) == 'YES'
assert exchange([2, 4], [1, 3]) == 'YES'
assert exchange([10, 98, 76, 54, 32, 10], [10, 98, 76, 54, 32, 10]) == 'YES'",81.81818181818183,"{""AOR"": 2, ""ASR"": 2, ""COI"": 3, ""ROR"": 4}",11,2,"{""AOR"": 1, ""ASR"": 1}",9,"{""AOR"": 1, ""ASR"": 1, ""COI"": 3, ""ROR"": 4}",0,{},3,3,0,0,0,0,1,1,0
task_111,humaneval,after_refining,few_shot,deepseek-coder,1,0,0,"assert histogram('a b c d e f g h i j k l m n o p q r s t u v w x y z a') == {'a': 2}
assert histogram('') == {}",80.0,"{""COI"": 3, ""LCR"": 1, ""ROR"": 6}",10,2,"{""ROR"": 2}",8,"{""COI"": 3, ""LCR"": 1, ""ROR"": 4}",0,{},3,3,0,0,0,0,0,0,0
task_112,humaneval,after_refining,few_shot,deepseek-coder,1,0,0,"assert reverse_delete('abcbd', 'b') == ('acd', False)",100.0,"{""AOD"": 1, ""AOR"": 1, ""COD"": 1, ""ROR"": 1, ""SIR"": 1}",5,0,{},5,"{""AOD"": 1, ""AOR"": 1, ""COD"": 1, ""ROR"": 1, ""SIR"": 1}",0,{},3,3,0,0,0,0,1,2,0
task_113,humaneval,after_refining,few_shot,deepseek-coder,1,0,0,"assert odd_count([['1', '2'], ['3', '4']]) == ['the number of odd elements 1n the str1ng 1 of the 1nput.', 'the number of odd elements 1n the str1ng 1 of the 1nput.']",90.0,"{""AOR"": 9, ""ROR"": 1}",10,1,"{""ROR"": 1}",1,"{""AOR"": 1}",8,"{""AOR"": 8}",2,2,0,0,0,0,1,2,0
task_114,humaneval,after_refining,few_shot,deepseek-coder,1,0,0,"assert minSubArraySum([-1, -2, -3]) == -6",75.0,"{""AOD"": 3, ""AOR"": 3, ""ASR"": 1, ""COI"": 2, ""ROR"": 3}",12,3,"{""AOD"": 1, ""AOR"": 1, ""ROR"": 1}",9,"{""AOD"": 2, ""AOR"": 2, ""ASR"": 1, ""COI"": 2, ""ROR"": 2}",0,{},4,3,0,0,0,0,1,1,1
task_115,humaneval,after_refining,few_shot,deepseek-coder,1,0,0,"assert max_fill([[0, 0, 1], [0, 1, 0]], 2) == 2",100.0,"{""AOR"": 2}",2,0,{},2,"{""AOR"": 2}",0,{},3,3,0,0,0,0,1,1,0
task_0,humaneval,before_refining,few_shot,deepseek-coder,1,0,1,,0.0,{},0,0,{},0,{},0,{},3,0,0,0,0,0,0,0,0
task_1,humaneval,before_refining,few_shot,deepseek-coder,1,0,1,,0.0,{},0,0,{},0,{},0,{},3,0,0,0,0,0,0,0,0
task_10,humaneval,before_refining,few_shot,deepseek-coder,1,1,0,"assert is_palindrome('') == True
assert is_palindrome('a') == True
assert is_palindrome('ab') == False
assert is_palindrome('aba') == True
assert make_palindrome('aba') == 'aba'
assert make_palindrome('abcba') == 'abcba'
assert make_palindrome('abcdcba') == 'abcdcba'",66.66666666666666,"{""AOD"": 2, ""AOR"": 3, ""ASR"": 1, ""COD"": 2, ""COI"": 2, ""ROR"": 1, ""SIR"": 4}",15,5,"{""AOD"": 1, ""AOR"": 1, ""ASR"": 1, ""SIR"": 2}",9,"{""AOD"": 1, ""AOR"": 1, ""COD"": 2, ""COI"": 2, ""ROR"": 1, ""SIR"": 2}",1,"{""AOR"": 1}",7,0,0,0,0,0,0,0,0
task_100,humaneval,before_refining,few_shot,deepseek-coder,1,0,1,,0.0,{},0,0,{},0,{},0,{},2,0,0,0,0,0,0,0,0
task_101,humaneval,before_refining,few_shot,deepseek-coder,1,0,1,,0.0,{},0,0,{},0,{},0,{},4,0,0,0,0,0,0,0,0
task_102,humaneval,before_refining,few_shot,deepseek-coder,1,0,1,,0.0,{},0,0,{},0,{},0,{},3,0,0,0,0,0,0,0,0
task_103,humaneval,before_refining,few_shot,deepseek-coder,1,0,1,,0.0,{},0,0,{},0,{},0,{},3,0,0,0,0,0,0,0,0
task_104,humaneval,before_refining,few_shot,deepseek-coder,1,0,1,,0.0,{},0,0,{},0,{},0,{},2,0,0,0,0,0,0,0,0
task_105,humaneval,before_refining,few_shot,deepseek-coder,1,0,0,"assert by_length([1,2,3,4,5,6,7,8,9]) == ['Nine', 'Eight', 'Seven', 'Six', 'Five', 'Four', 'Three', 'Two', 'One']",0.0,"{""EHD"": 1}",1,1,"{""EHD"": 1}",0,{},0,{},1,0,0,0,0,0,0,0,0
task_106,humaneval,before_refining,few_shot,deepseek-coder,1,0,1,,0.0,{},0,0,{},0,{},0,{},2,0,0,0,0,0,0,0,0
task_107,humaneval,before_refining,few_shot,deepseek-coder,1,0,1,,0.0,{},0,0,{},0,{},0,{},3,0,0,0,0,0,0,0,0
task_108,humaneval,before_refining,few_shot,deepseek-coder,1,0,0,"assert count_nums([123456789]) == 1
assert count_nums([-123456789, 0, -123456789]) == 2
assert count_nums([]) == 0",60.0,"{""AOD"": 2, ""AOR"": 8, ""COI"": 1, ""ROR"": 4}",15,6,"{""AOD"": 1, ""AOR"": 4, ""ROR"": 1}",9,"{""AOD"": 1, ""AOR"": 4, ""COI"": 1, ""ROR"": 3}",0,{},3,0,0,0,0,0,0,0,0
task_109,humaneval,before_refining,few_shot,deepseek-coder,1,3,1,,0.0,{},0,0,{},0,{},0,{},4,0,0,0,0,0,0,0,0
task_11,humaneval,before_refining,few_shot,deepseek-coder,1,0,0,"assert string_xor('1', '0') == '1'
assert string_xor('1', '1') == '0'
assert string_xor('10', '11') == '01'
assert string_xor('10101010', '01010101') == '11111111'",100.0,"{""COI"": 1, ""ROR"": 1}",2,0,{},2,"{""COI"": 1, ""ROR"": 1}",0,{},4,0,0,0,0,0,0,0,0
task_110,humaneval,before_refining,few_shot,deepseek-coder,1,0,1,,0.0,{},0,0,{},0,{},0,{},2,0,0,0,0,0,0,0,0
task_111,humaneval,before_refining,few_shot,deepseek-coder,1,1,0,"assert histogram(""a b c a"") == {'a': 2}
assert histogram(""a b c d e f g h i j k l m n o p q r s t u v w x y z"") == {'a': 1, 'b': 1, 'c': 1, 'd': 1, 'e': 1, 'f': 1, 'g': 1, 'h': 1, 'i': 1, 'j': 1, 'k': 1, 'l': 1, 'm': 1, 'n': 1, 'o': 1, 'p': 1, 'q': 1, 'r': 1, 's': 1, 't': 1, 'u': 1, 'v': 1, 'w': 1, 'x': 1, 'y': 1, 'z': 1}
assert histogram(""a b c a b"") == {'a': 2, 'b': 2}",70.0,"{""COI"": 3, ""LCR"": 1, ""ROR"": 6}",10,3,"{""LCR"": 1, ""ROR"": 2}",7,"{""COI"": 3, ""ROR"": 4}",0,{},3,0,0,0,0,0,0,0,0
task_112,humaneval,before_refining,few_shot,deepseek-coder,1,0,1,,0.0,{},0,0,{},0,{},0,{},3,0,0,0,0,0,0,0,0
task_113,humaneval,before_refining,few_shot,deepseek-coder,1,0,1,,0.0,{},0,0,{},0,{},0,{},2,0,0,0,0,0,0,0,0
task_114,humaneval,before_refining,few_shot,deepseek-coder,1,0,1,,0.0,{},0,0,{},0,{},0,{},4,0,0,0,0,0,0,0,0
task_115,humaneval,before_refining,few_shot,deepseek-coder,1,0,1,,0.0,{},0,0,{},0,{},0,{},3,0,0,0,0,0,0,0,0
task_0,humaneval,mutap,few_shot,deepseek-coder,5,0,0,"assert has_close_elements([1.0, 2.0], 0.5) == False
assert has_close_elements([1, 2], 1) == False
assert has_close_elements([1, 2], 3) == True",100.0,"{""AOR"": 1, ""COI"": 2, ""ROR"": 3}",6,0,{},6,"{""AOR"": 1, ""COI"": 2, ""ROR"": 3}",0,{},16,16,3,0,0,0,4,7,0
